0,40,85,32,62,4,74,65,51,13,32,99,72,12,82,39,23,98,88,94,62,91,54,95,91,87,98,81,90,73,28,3,15,62,85,93,34,71,88,76,65,47,13,91,87,58,23,39,40,23,5,51,7,27,70,93,71,18,6,32,83,14,0,54,23,42,2,58,5,91,65,86,44,22,57,76,82,53,66,80,31,33,28,51,98,47,35,17,88,36,66,48,7,73,92,86,31,37,20,56,66,0,60,85,7,43,56,50,67,35,68,65,74,81,37,41,56,45,38,73,46,65,89,54,45,59,94,71,35,99,54,9,20,6,61,76,27,7,7,87,20,98,97,67,28,60,5,14,16,84,62,49,4,72,6,77,56,13,92,7,10,60,31,80,64,78,60,54,90,81,96,99,87,34,88,57,28,75,14,72,40,4,17,19,36,39,27,2,79,41,47,89,62,76,5,57,95,96,0,0,49,29,66,86,62,57,34,50,64,94,60,19,77,11,30,24,71,75,90,99,7,88,17,60,24,98,69,50,45,59,56,51,4,8,78,47,22,52,1,16,53,74,58,13,94,41,12,26,82,29,21,93,45,50,38,27,20,6,48,13,49,80,63,74,76,3,67,33,16,71,46,59,78,58,38,22,51,9,51,33,27,61,51,9,12,44,21,3,88,27,3,63,8,79,65,88,92,14,62,62,40,25,57,61,35,1,81,35,70,18,15,76,84,5,32,48,32,17,32,37,15,3,15,50,93,79,3,86,48,57,28,78,12,58,18,10,67,44,63,1,74,64,1,66,2,78,18,93,21,6,6,28,54,82,50,55,90,29,11,76,60,71,8,16,82,27,40,14,79,46,32,71,54,66,54,40,28,10,11,79,28,84,7,77,86,31,46,74,91,31,5,17,65,54,52,76,50,53,82,22,24,75,28,19,50,22,20,12,14,74,79,82,92,57,41,72,92,85,28,36,20,72,39,94,71,38,97,64,76,42,78,27,81,9,59,71,82,0,97,76,36,64,53,74,64,81,78,61,6,80,0,42,11,49,78,60,64,68,96,5,23,49,83,17,83,48,48,34,88,9,34,94,3,75,18,77,69,84,55,89,48,24,91,8,53,36,38,91,32,59,71,68,59,92,34,54,22,92,43,15,81,50,87,21,6,56,29,53,70,2,46,70,96,61,69,92,73,72,38,92,60,66,94,34,97,86,28,29,38,26,58,27,30,33,57,43,29,65,36,16,29,94,96,96,87,46,52,20,12,66,60,42,76,53,42,75,57,86,91,76,95,96,31,33,63,41,91,40,54,89,44,39,17,72,55,38,16,81,40,24,30,97,65,4,88,42,2,22,63,80,44,86,19,43,77,8,49,6,95,96
49,0,80,74,13,84,22,48,56,72,74,99,77,28,74,90,42,4,21,83,33,44,16,60,25,26,72,90,35,59,62,24,63,1,63,39,12,20,74,82,68,17,78,68,91,91,44,57,44,1,22,88,68,62,33,32,40,89,40,43,42,48,0,43,40,39,72,31,98,48,51,27,42,12,18,78,49,80,20,0,16,84,45,30,32,36,2,36,28,24,91,16,77,26,41,2,7,61,42,71,30,50,10,2,27,26,98,88,37,86,56,10,3,18,42,13,94,2,40,56,57,35,55,34,80,78,82,64,19,6,49,55,90,50,25,55,78,91,33,5,3,12,40,23,19,6,26,85,39,45,8,51,92,28,57,58,69,75,48,74,49,6,80,9,70,62,91,13,53,48,48,99,43,58,2,0,77,57,81,49,5,86,58,60,15,49,69,30,81,55,16,88,87,2,8,38,12,71,91,28,45,17,84,52,77,81,93,35,88,34,79,3,83,38,50,3,54,89,70,55,67,13,91,66,0,92,19,69,62,33,12,41,78,35,38,30,68,85,14,66,55,36,28,54,60,51,81,16,26,34,60,24,27,10,24,15,81,57,37,64,60,35,93,31,74,70,14,52,42,25,43,33,87,51,56,28,88,30,68,41,83,91,74,75,52,35,59,83,75,96,61,65,43,1,22,1,16,0,78,54,79,80,64,13,82,98,77,14,69,90,65,96,15,85,89,30,95,25,36,31,15,61,46,96,27,49,7,52,66,40,16,47,31,76,44,99,93,66,69,55,24,62,68,56,8,36,59,15,78,89,58,51,60,13,77,40,60,58,67,54,67,42,2,2,46,50,35,57,88,47,63,45,33,41,70,42,86,42,49,76,91,85,28,85,94,10,11,59,68,58,78,96,97,60,56,8,92,27,90,40,57,48,84,67,43,99,13,73,3,15,78,26,44,43,58,84,74,63,94,85,60,19,11,67,10,16,83,51,80,48,69,43,75,38,88,54,35,27,50,90,80,7,30,74,33,88,84,89,29,57,77,92,44,68,73,29,52,31,77,91,0,18,16,14,22,65,4,91,17,74,87,92,9,82,89,23,6,2,93,60,32,16,86,27,84,77,47,51,76,7,73,96,92,39,27,82,12,59,7,2,2,25,63,47,5,44,47,95,58,18,30,37,45,51,96,4,0,44,63,63,69,52,19,58,13,73,64,94,0,0,17,19,79,71,14,42,83,45,37,59,19,26,75,71,96,4,39,77,2,80,86,25,94,50,40,63,57,40,68,16,52,76,27,94,18,46,84,73,62,38,43,11,8,72,70,11,32,69,52,62,30,68,39,15,74,63,86,14,98,97,8,6,92,53,0,45,42,19,96,76
99,32,0,98,27,43,82,36,34,87,53,67,11,65,95,62,39,65,83,74,46,66,8,4,93,81,37,41,8,81,92,4,44,1,34,27,80,60,59,67,39,99,66,87,5,19,64,65,58,1,86,50,88,21,7,14,67,2,40,67,89,63,0,16,9,27,56,54,33,51,89,43,54,13,9,87,93,35,79,16,72,23,35,92,62,49,91,4,56,33,77,59,27,81,18,56,2,36,25,93,95,3,0,92,9,76,60,46,11,63,75,87,86,12,89,28,33,54,9,92,10,98,18,91,87,78,44,65,60,41,14,10,13,30,48,96,2,39,93,25,36,56,93,1,40,44,83,6,28,15,16,21,82,11,81,53,82,19,35,30,46,73,53,68,57,6,45,98,87,79,84,44,42,25,7,64,45,98,1,30,78,83,1,70,65,95,4,19,60,26,99,2,32,73,45,75,9,36,27,43,85,73,29,73,9,55,39,88,88,85,57,43,36,7,97,83,0,96,7,89,22,29,89,59,72,91,94,18,1,64,96,27,57,82,9,58,23,16,3,65,16,49,52,56,41,68,53,80,9,68,75,36,10,86,12,45,29,53,2,42,79,88,89,10,48,37,75,10,73,55,86,19,10,31,70,60,6,88,53,59,46,87,81,39,7,63,29,70,73,7,96,28,46,81,20,79,66,62,28,15,31,90,66,98,31,78,51,7,36,40,29,51,43,0,95,0,13,32,6,88,2,12,7,53,30,63,58,37,38,61,32,29,83,54,15,98,68,12,60,45,16,26,91,74,16,88,89,10,46,5,93,2,44,33,76,73,18,28,62,99,18,92,51,88,26,32,65,80,76,21,52,66,4,26,76,80,6,68,31,48,20,87,0,81,32,71,46,25,15,14,71,9,91,67,96,20,51,46,47,24,88,68,48,91,98,58,76,46,52,62,16,69,30,5,16,9,88,58,65,8,43,36,47,82,2,0,14,97,56,36,42,40,90,34,52,21,38,80,20,12,59,46,66,52,28,28,30,50,44,65,45,13,91,79,98,16,13,60,61,29,8,59,35,93,82,11,78,53,88,9,32,24,71,99,49,64,84,53,97,69,94,13,48,92,5,4,84,7,29,33,49,58,5,67,29,36,62,87,41,22,5,26,82,9,30,87,45,21,94,74,38,71,83,23,26,24,91,41,84,80,6,57,66,54,52,29,75,69,22,50,89,41,79,55,72,52,48,84,98,1,23,19,69,15,68,25,42,95,92,44,82,71,4,57,1,33,7,26,23,97,16,89,12,25,0,86,87,28,90,97,97,11,61,32,6,25,47,24,51,42,4,58,86,47,98,52,13,13,91,83,80,88,14,82,79,67,21,75,98,18
7,81,27,0,32,50,44,37,9,3,13,24,52,15,30,50,80,57,85,56,1,36,76,51,25,45,6,18,85,53,2,73,24,45,94,5,54,69,70,0,50,20,63,87,33,18,28,71,79,67,87,94,32,23,21,38,78,92,5,93,80,13,33,85,55,64,24,58,57,11,57,50,94,82,30,85,28,5,68,44,78,33,39,86,51,81,92,18,88,7,77,93,26,2,35,14,17,9,84,84,36,4,42,48,19,5,4,29,26,57,91,68,7,77,2,65,76,97,84,75,85,27,20,45,11,14,71,8,97,37,1,53,78,26,84,11,89,19,35,20,78,19,24,21,26,46,89,40,42,65,30,62,30,99,71,89,30,95,40,95,92,29,36,33,81,26,21,90,0,15,13,38,82,5,61,33,91,39,36,51,6,33,49,98,75,41,38,68,69,27,89,75,44,80,14,21,75,13,22,60,70,70,2,65,24,34,24,28,28,3,38,37,85,31,14,7,36,37,50,17,64,89,47,23,8,69,57,16,52,83,27,22,23,76,85,8,60,49,59,80,28,95,33,89,45,40,64,17,66,66,73,61,86,59,57,1,79,53,54,13,91,72,96,48,22,32,93,25,32,45,26,31,66,11,78,51,44,10,53,20,2,25,81,45,72,47,46,15,42,67,98,4,93,90,97,14,7,88,12,1,0,67,74,26,26,91,46,92,72,41,63,25,73,23,62,50,17,0,42,16,55,3,51,27,99,93,70,70,49,20,77,17,69,42,72,23,48,0,69,31,49,99,5,44,13,45,46,76,14,63,60,4,9,33,85,38,27,33,91,6,97,62,5,49,80,65,20,29,17,22,37,75,94,36,34,17,30,81,62,52,69,72,69,22,26,1,92,97,54,77,18,56,19,5,68,0,80,87,34,79,90,24,81,74,25,32,34,8,33,62,29,15,27,51,63,58,57,78,93,94,90,29,86,40,84,79,2,35,29,22,53,4,98,47,40,6,78,7,27,72,8,70,68,22,21,14,63,51,43,30,46,97,17,90,62,49,8,78,50,83,69,6,50,98,98,33,1,26,66,76,13,78,5,60,96,85,20,84,43,47,50,64,9,30,46,49,20,89,24,47,1,59,60,82,47,65,23,24,99,7,90,80,64,55,52,62,21,44,47,24,46,9,17,62,70,29,34,58,31,72,53,46,35,12,6,20,74,89,24,29,66,32,5,46,40,6,42,49,45,78,31,5,45,60,68,28,56,79,75,82,86,40,54,7,35,78,34,29,89,11,75,15,33,60,97,14,68,86,10,83,31,10,4,21,56,7,98,44,56,4,31,78,66,57,27,10,60,8,63,53,13,68,80,36,36,75,33,87,7,89
62,60,1,9,0,9,61,44,4,5,93,78,10,10,71,48,4,16,64,70,34,9,30,28,27,12,4,26,14,37,69,60,36,45,99,46,50,38,35,1,36,57,6,46,14,34,5,10,35,46,51,63,3,12,33,27,12,89,84,30,5,79,9,89,59,76,18,46,51,2,16,69,60,89,81,38,14,5,84,11,37,0,86,79,53,11,52,52,62,38,68,34,52,30,45,33,99,14,25,18,17,36,44,39,78,45,39,15,63,54,55,0,82,54,44,92,30,56,71,74,21,91,47,9,47,31,48,27,73,93,71,43,82,13,7,16,51,65,62,62,95,17,36,59,5,12,83,74,43,40,69,62,5,59,95,6,61,63,99,3,42,38,45,73,20,5,23,72,61,67,32,96,68,70,87,90,17,73,4,6,15,38,44,82,42,84,73,34,86,26,64,13,71,67,15,92,48,19,29,9,44,29,34,7,69,30,26,78,62,93,67,63,61,44,74,73,26,5,14,71,24,31,41,76,23,72,44,31,65,9,8,87,83,89,19,86,0,65,33,45,71,72,28,22,57,39,46,39,89,22,87,0,35,78,21,50,10,46,31,40,83,20,12,49,38,20,30,94,28,40,41,65,67,87,59,98,23,90,82,86,14,84,81,36,39,35,35,18,20,62,39,13,17,38,67,68,46,85,53,25,53,79,63,23,24,64,86,71,36,26,54,39,27,26,75,26,19,21,19,19,18,80,62,70,46,66,66,63,82,8,45,19,52,56,88,85,99,94,84,15,45,93,70,12,71,35,98,36,81,23,71,48,67,75,90,20,86,85,91,11,2,15,59,60,64,76,36,46,1,71,92,34,92,50,80,21,75,88,98,61,47,9,24,77,12,79,25,36,51,28,97,42,56,59,41,43,64,52,46,70,70,78,0,24,94,89,31,87,17,77,40,32,45,4,56,84,94,66,77,75,54,99,72,42,17,54,89,60,25,85,61,62,91,10,6,32,54,45,38,33,66,53,35,87,39,32,96,56,93,77,56,18,42,3,96,80,1,4,38,2,68,72,52,91,44,50,56,99,27,11,66,15,91,55,57,10,55,85,40,32,64,51,65,48,11,26,2,54,9,91,73,93,28,39,55,97,78,56,68,26,68,46,85,84,42,40,87,65,6,98,34,37,55,16,60,14,81,83,61,53,26,40,4,76,68,51,9,86,93,26,35,8,8,51,48,71,17,30,71,13,26,79,36,7,65,77,20,13,17,34,86,16,92,93,44,54,9,30,81,40,15,67,54,10,43,47,46,30,27,47,55,96,29,47,76,10,97,7,5,91,57,59,39,84,69,51,53,70,4,86,79,66,6,51,26,29,91,9,96,87
97,51,13,71,93,0,51,49,21,99,58,39,55,95,43,26,24,46,91,69,50,47,21,10,11,89,40,96,67,52,43,60,11,18,88,20,42,64,42,90,38,80,30,6,41,27,19,10,9,23,37,20,81,85,8,12,50,17,71,19,99,18,17,13,89,35,24,97,71,52,46,93,20,77,33,44,55,17,55,99,93,75,83,81,6,89,12,35,29,70,37,64,52,34,72,38,52,23,83,3,71,78,47,57,48,75,35,8,25,36,93,8,57,81,94,39,78,25,5,51,75,86,79,17,34,45,57,24,95,19,54,28,95,48,49,24,80,58,70,70,12,71,74,27,97,85,36,56,70,3,15,36,0,24,23,0,81,27,86,74,80,82,98,64,1,86,8,13,4,34,20,43,52,67,22,58,24,56,3,94,24,1,98,91,66,62,34,90,60,71,34,61,65,31,62,48,44,78,38,32,41,89,42,54,11,5,99,78,62,21,77,85,76,12,39,73,85,21,9,41,48,0,15,53,65,92,19,59,30,73,21,55,45,84,7,8,52,7,78,79,92,92,73,37,25,94,87,69,16,95,25,2,11,94,69,45,24,66,66,40,12,21,79,24,25,21,69,68,82,29,33,91,42,21,68,37,88,6,47,37,51,41,53,28,87,17,99,78,17,91,35,97,55,89,70,98,25,28,87,54,21,22,63,40,33,37,92,75,12,46,58,96,52,4,40,47,38,6,93,24,26,93,63,20,61,74,58,99,36,36,55,14,40,88,16,70,17,1,93,40,84,15,51,48,75,35,14,57,44,60,68,98,11,90,63,71,66,17,99,75,59,70,92,70,1,82,68,34,50,81,50,63,30,68,10,51,70,94,15,7,23,57,73,19,49,51,63,4,32,39,11,62,44,81,30,81,48,61,53,30,81,68,53,47,93,42,42,79,85,14,20,18,74,76,44,84,17,0,28,4,91,0,34,32,76,94,80,64,28,55,55,18,33,28,65,85,63,88,61,30,65,15,68,93,89,38,50,46,68,40,35,91,96,42,16,60,43,99,14,74,14,18,57,30,93,18,79,2,66,12,91,47,72,74,43,89,14,61,25,12,94,52,55,95,2,14,43,21,55,41,24,98,50,85,75,72,49,82,72,61,59,2,96,9,59,18,60,82,64,17,46,60,61,76,41,32,26,3,19,76,21,43,50,50,97,9,6,74,85,49,43,44,95,7,56,2,9,80,36,31,30,42,17,85,36,77,51,30,17,2,5,56,82,22,90,47,74,63,29,43,11,51,48,39,81,14,55,29,3,82,55,99,43,47,94,37,40,8,71,87,75,79,33,60,61,40,3,74,98,38,20,83,13,81,73,95,78,22,10,90
4,33,22,25,62,31,0,65,21,28,25,50,13,90,19,76,90,52,26,88,51,99,19,71,4,50,55,93,99,60,70,16,72,83,14,66,86,62,69,70,58,61,45,67,71,66,70,79,30,58,44,63,44,93,77,58,56,45,20,43,89,81,31,60,79,50,37,39,97,12,5,15,57,67,8,21,68,20,26,67,4,4,69,71,86,41,81,10,34,26,38,83,86,15,29,80,92,65,29,0,33,0,67,50,16,47,28,39,19,98,96,71,86,68,42,68,38,76,95,66,76,54,67,64,68,25,48,27,77,32,24,80,53,87,99,24,44,38,90,42,95,5,93,66,59,12,82,77,68,40,79,66,51,75,74,68,96,13,73,74,32,26,50,24,30,24,67,2,96,57,53,13,26,99,8,9,89,34,75,3,62,13,16,71,14,56,89,52,47,83,53,46,80,5,52,81,23,67,2,62,9,22,55,5,10,86,98,88,58,78,35,83,64,17,82,1,45,75,4,64,60,64,43,84,39,67,50,4,19,26,23,17,17,62,49,9,68,91,37,44,61,60,29,99,93,8,92,2,66,45,89,52,46,51,98,24,21,79,2,63,89,17,6,75,45,38,13,10,72,32,48,41,0,41,92,88,68,63,36,23,65,50,32,56,50,2,67,73,43,97,10,36,13,52,83,67,90,53,5,17,4,39,76,0,26,0,83,76,97,60,53,69,95,30,34,63,13,2,67,64,28,97,42,44,86,67,40,26,76,92,36,65,94,1,0,11,57,21,69,12,12,25,98,9,23,32,30,69,95,39,73,34,34,43,54,77,43,56,59,54,81,5,82,62,40,59,88,33,70,46,78,2,57,98,5,91,46,59,74,16,69,71,65,94,40,84,9,30,98,16,90,26,77,8,83,45,36,79,81,34,42,22,33,66,56,81,15,13,66,71,99,39,83,32,42,53,66,12,28,19,73,23,32,32,18,9,44,39,55,34,58,91,77,14,15,77,80,12,87,32,17,13,25,36,96,68,0,9,67,66,54,26,87,18,30,17,11,24,8,59,42,43,7,99,94,87,80,51,95,4,50,84,32,14,73,10,6,76,64,87,18,80,88,71,76,97,27,82,20,37,65,94,16,95,17,22,34,54,73,14,37,99,42,15,89,70,78,37,93,80,3,39,93,34,91,85,68,49,9,36,70,0,39,56,72,28,38,10,73,42,75,54,8,6,44,13,54,26,13,84,70,97,7,61,84,24,9,80,18,73,49,78,36,7,64,12,97,67,2,92,81,43,38,11,31,70,64,87,14,85,80,65,13,74,28,42,16,22,28,14,50,60,4,5,18,46,6,31,48,6,4,66,15,83,11,40,24,75,32,51
48,8,17,27,20,8,62,0,22,86,40,28,55,95,60,98,50,38,41,22,73,87,71,26,47,16,37,16,79,39,47,50,0,98,48,75,93,31,5,84,57,34,40,32,9,60,87,10,41,75,53,10,70,5,30,97,30,30,74,20,96,79,94,18,98,36,77,43,46,88,95,80,84,96,66,38,60,10,3,53,65,6,23,85,63,88,35,68,10,73,35,78,6,70,64,12,76,62,49,25,69,95,98,75,14,5,8,80,86,31,34,3,99,13,64,42,41,90,13,72,33,9,70,47,30,38,88,29,28,3,63,22,23,6,37,5,60,55,3,80,99,58,92,24,72,68,77,25,58,80,26,42,3,79,93,9,28,49,59,6,32,28,34,64,4,17,83,13,52,99,80,96,99,43,48,14,52,98,82,87,20,5,83,58,30,83,80,44,62,29,34,69,26,31,16,17,84,66,26,51,7,41,19,24,33,78,88,39,48,15,65,41,73,14,75,49,22,53,30,66,10,17,59,14,44,84,40,34,36,77,90,48,32,34,60,47,3,1,38,88,10,62,8,99,46,92,14,64,28,71,13,57,50,39,3,75,68,24,22,20,51,94,90,94,6,74,72,48,48,70,11,99,4,80,6,18,62,42,84,90,98,90,83,97,59,98,9,85,1,47,24,34,72,27,72,95,71,97,69,43,84,32,24,15,89,85,86,93,16,69,93,92,59,70,48,7,63,77,43,75,67,10,10,25,10,24,67,43,86,4,66,77,91,15,36,65,37,55,76,16,79,82,72,41,39,43,32,16,92,16,96,23,52,83,50,42,21,79,79,54,18,59,41,13,64,23,71,87,27,75,33,90,60,3,30,45,91,90,78,91,83,59,76,38,9,64,22,17,96,24,60,37,35,69,68,88,29,79,9,52,27,56,52,17,15,42,36,99,15,23,56,51,75,55,40,44,44,72,5,52,79,91,83,55,83,48,33,77,29,30,72,56,17,39,97,81,15,75,66,66,79,41,2,16,25,25,84,49,57,0,48,10,29,44,72,29,6,16,37,66,54,75,60,74,78,93,69,0,24,31,19,17,1,40,68,81,30,45,96,19,53,42,66,0,80,31,77,51,89,55,76,70,82,53,32,38,63,68,73,96,31,28,3,60,54,81,51,39,16,3,26,16,92,26,2,17,54,8,51,41,46,87,56,35,9,12,81,82,69,45,98,5,13,11,24,5,14,37,43,21,28,69,23,65,75,29,63,37,33,23,52,31,98,87,55,31,74,70,12,21,17,78,46,98,83,8,56,32,9,75,18,17,87,41,44,90,6,40,51,48,8,25,35,38,64,86,48,99,51,93,39,26,96,7,91,56,17,60,5,75
4,11,85,80,66,9,63,27,0,48,35,72,50,62,0,64,28,37,34,25,51,26,89,1,63,37,25,91,8,62,78,41,12,99,1,83,17,29,38,26,76,18,22,9,23,95,11,11,86,78,5,40,21,62,94,73,68,84,36,85,8,58,1,79,68,4,68,69,47,37,55,10,8,78,18,26,60,73,61,94,41,54,60,73,51,50,24,67,13,88,44,84,10,96,70,43,58,98,46,23,73,98,99,23,49,74,42,96,90,30,86,53,82,27,42,6,44,5,30,28,93,38,83,46,99,18,44,12,12,50,83,69,67,48,52,22,37,11,39,12,36,36,97,30,57,82,2,78,98,99,39,22,93,80,63,34,51,79,44,15,68,31,4,5,6,13,24,98,39,99,16,38,69,59,7,70,28,40,72,84,12,14,73,55,93,25,81,61,70,25,19,88,83,40,38,45,30,43,79,27,56,25,56,26,9,95,98,42,64,53,89,24,7,99,75,4,40,18,30,17,37,59,94,79,14,23,11,10,94,2,92,1,59,78,42,13,95,66,49,35,46,33,32,81,56,40,81,13,21,13,92,94,82,36,15,72,66,92,16,1,99,66,28,67,14,75,44,57,99,2,21,55,36,69,99,63,80,4,70,80,68,45,78,67,98,90,96,24,76,36,15,39,51,71,43,40,99,52,47,56,38,18,66,66,52,33,28,62,86,14,40,9,94,85,52,84,27,22,81,63,66,45,38,35,22,18,91,31,57,43,29,71,89,23,80,38,70,33,77,65,53,49,10,85,75,91,41,37,62,92,97,81,6,51,87,34,61,80,1,67,95,63,76,71,65,19,30,33,91,81,3,26,44,3,69,56,6,73,10,8,47,45,92,91,29,19,76,21,85,78,1,54,79,5,83,97,2,67,52,35,81,64,28,74,63,62,56,19,11,36,47,71,58,66,12,57,73,54,41,9,67,78,67,67,33,81,14,74,50,23,66,62,71,4,97,69,53,72,89,57,11,67,23,96,89,98,44,33,79,70,34,45,52,19,17,58,15,42,63,83,4,46,89,59,11,66,11,92,43,42,33,15,35,12,90,7,55,25,6,57,13,6,59,71,89,17,10,32,61,92,25,46,96,68,14,97,54,93,64,95,96,35,87,79,94,90,95,4,84,93,16,0,44,92,41,69,28,71,56,0,10,23,3,4,8,41,10,41,40,36,31,91,20,33,60,34,61,71,66,44,55,20,70,25,60,92,43,17,72,43,35,15,27,65,99,64,33,85,5,20,81,2,96,45,73,85,84,13,49,47,10,29,10,25,16,74,99,60,1,16,49,35,76,17,4,42,59,94,81,18,86,33,80,79,7,40,72,50,87,70
45,20,52,62,88,57,54,2,93,0,4,99,77,97,35,71,11,92,54,78,24,57,50,60,27,38,12,27,27,13,29,53,37,31,27,5,7,47,88,49,89,29,17,32,69,82,55,40,68,27,85,59,83,38,22,14,6,12,22,73,24,88,54,57,72,54,79,5,52,76,22,66,61,97,33,49,76,60,43,57,78,98,44,23,59,13,68,98,40,21,56,6,57,88,18,2,17,86,5,97,6,98,46,28,92,44,45,42,95,69,83,84,44,40,44,71,59,75,66,23,55,63,47,67,89,86,58,40,29,95,19,1,20,19,8,23,86,76,23,5,12,38,70,38,29,51,26,82,42,70,17,48,60,16,86,80,4,80,61,68,55,78,32,4,11,85,35,59,33,5,70,3,62,96,3,32,14,2,73,32,2,81,54,85,57,43,96,15,0,49,10,41,80,21,92,95,31,29,74,70,29,77,44,9,64,76,11,88,5,4,64,32,47,98,27,46,44,62,42,32,53,64,0,37,49,36,52,92,17,10,78,19,19,13,93,67,83,9,5,91,83,15,61,50,47,84,13,14,78,75,39,57,20,4,81,79,67,40,58,15,78,36,9,92,52,20,17,28,20,97,55,98,4,20,71,57,28,21,88,73,93,96,62,88,50,7,0,8,71,63,61,62,33,0,51,80,20,83,65,10,48,91,75,64,9,35,41,12,6,55,81,10,79,66,77,13,97,20,94,11,86,37,84,74,54,12,62,18,62,71,19,1,70,87,84,22,63,99,13,31,4,12,75,78,2,63,94,37,28,87,99,90,98,45,33,5,52,42,0,77,69,18,28,22,68,92,75,20,98,89,94,78,83,28,72,62,37,41,4,70,43,53,42,0,60,36,74,38,73,59,66,84,93,18,91,73,74,13,4,67,64,71,38,56,92,7,7,98,83,33,51,24,97,72,76,7,17,75,23,67,24,16,99,52,7,17,28,55,48,39,73,29,87,5,93,53,13,21,79,17,28,28,39,7,9,70,56,14,15,91,7,19,0,48,95,8,31,42,48,69,8,55,7,87,52,93,91,49,80,21,79,68,68,43,54,90,58,40,89,13,56,0,81,79,4,39,43,79,21,66,50,85,39,55,34,77,47,40,19,95,69,35,90,9,51,64,65,78,57,14,32,40,10,49,73,30,83,3,62,24,36,97,96,83,93,77,28,18,65,9,47,6,76,86,32,3,2,18,94,1,74,28,17,85,58,58,36,87,24,56,12,57,52,19,96,89,27,57,28,85,61,49,28,82,74,9,84,38,46,36,96,60,99,12,56,63,74,1,82,46,2,75,59,86,89,27,30,78,89,67,54,0,40,14,51,9,4,24,43,5
